Region	Month of Period End	Median Sale Price	Median Sale Price MoM 	Median Sale Price YoY 	Homes Sold	Homes Sold MoM 	Homes Sold YoY 	New Listings	New Listings MoM 	New Listings YoY 	Inventory	Inventory MoM 	 Inventory YoY 	Days on Market	Days on Market MoM	Days on Market YoY	Average Sale To List	Average Sale To List MoM 	Average Sale To List YoY 
Seattle, WA metro area	April 2024	$850K	3.0%	9.7%	3,195	14.5%	17.4%	4,294	14.2%	30.4%	3,567	18.2%	9.5%	6	-1	-1	102.6%	0.6%	1.7%
Seattle, WA metro area	May 2024	$860K	1.2%	7.5%	3,599	12.6%	11.5%	5,142	19.7%	31.8%	4,931	38.2%	43.0%	6	0	0	102.3%	-0.3%	0.9%
Seattle, WA metro area	June 2024	$850K	-1.2%	6.3%	3,239	-10.0%	-4.6%	4,346	-15.5%	8.7%	5,492	11.4%	42.4%	7	1	0	101.4%	-0.9%	0.1%
Seattle, WA metro area	July 2024	$850K	0.0%	9.0%	3,364	3.9%	12.1%	3,815	-12.2%	9.4%	5,652	2.9%	41.9%	8	1	0	100.7%	-0.7%	-0.2%
Seattle, WA metro area	August 2024	$827K	-2.7%	4.9%	3,193	-5.1%	0.7%	3,600	-5.6%	6.6%	5,753	1.8%	39.5%	12	4	4	100.1%	-0.5%	-0.3%
Seattle, WA metro area	September 2024	$825K	-0.3%	7.1%	2,811	-12.0%	2.6%	3,866	7.4%	12.7%	6,052	5.2%	32.7%	18	6	6	99.8%	-0.3%	-0.1%
Seattle, WA metro area	October 2024	$840K	1.8%	9.1%	3,362	19.6%	28.9%	3,266	-15.5%	26.1%	5,596	-7.5%	31.2%	16	-2	4	100.0%	0.1%	0.0%
Seattle, WA metro area	November 2024	$813K	-3.2%	4.9%	2,671	-20.6%	21.0%	1,801	-44.9%	-0.7%	4,426	-20.9%	23.1%	23	7	6	99.6%	-0.4%	0.1%
Seattle, WA metro area	December 2024	$790K	-2.9%	5.3%	2,396	-10.3%	22.4%	1,206	-33.0%	14.6%	3,353	-24.2%	32.0%	29	6	1	99.4%	-0.2%	0.3%
Seattle, WA metro area	January 2025	$775K	-1.9%	4.0%	1,815	-24.2%	7.3%	3,012	149.8%	32.9%	3,731	11.3%	57.4%	39	10	3	99.4%	0.0%	0.0%
Seattle, WA metro area	February 2025	$800K	3.2%	0.3%	2,299	26.7%	2.4%	3,093	2.7%	-3.3%	4,035	8.1%	45.1%	13	-26	1	101.0%	1.6%	-0.2%
Seattle, WA metro area	March 2025	$830K	3.8%	0.5%	2,888	25.6%	3.5%	4,167	34.7%	10.8%	4,631	14.8%	53.5%	8	-5	1	101.3%	0.3%	-0.7%
Seattle, WA metro area	April 2025	$851K	2.5%	0.1%	3,179	10.1%	-0.5%	4,677	12.2%	8.9%	5,730	23.7%	60.6%	7	-1	1	101.5%	0.1%	-1.2%
Seattle, WA metro area	May 2025	$850K	-0.1%	-1.2%	3,214	1.1%	-10.7%	5,684	21.5%	10.5%	7,385	28.9%	49.8%	8	1	2	100.6%	-0.8%	-1.7%
Seattle, WA metro area	June 2025	$870K	2.4%	2.4%	3,430	6.7%	5.9%	4,408	-22.4%	1.4%	7,691	4.1%	40.0%	12	4	5	100.0%	-0.6%	-1.3%
Seattle, WA metro area	July 2025	$840K	-3.4%	-1.2%	3,283	-4.3%	-2.4%	4,021	-8.8%	5.4%	7,776	1.1%	37.6%	18	6	10	99.3%	-0.8%	-1.4%
Seattle, WA metro area	August 2025	$840K	0.0%	1.5%	2,997	-8.7%	-6.1%	3,162	-21.4%	-12.2%	7,318	-5.9%	27.2%	23	5	11	99.2%	-0.1%	-1.0%
Seattle, WA metro area	September 2025	$826K	-1.7%	0.1%	2,882	-3.8%	2.5%	3,894	23.1%	0.7%	7,164	-2.1%	18.4%	28	5	10	99.0%	-0.2%	-0.8%
Washington, DC metro area	January 2012	$278K	-1.8%	4.9%	3,265	-24.5%	1.5%	5,216	56.4%	-1.5%	15,279	-3.2%	-21.7%	69	8	-4	97.5%	-0.1%	0.0%
Washington, DC metro area	February 2012	$276K	-0.7%	4.2%	3,674	12.5%	4.9%	5,998	15.0%	4.3%	15,390	0.7%	-21.6%	64	-5	-11	97.7%	0.2%	-0.1%
Washington, DC metro area	March 2012	$306K	11.0%	9.5%	4,525	23.2%	-5.9%	8,246	37.5%	0.2%	16,403	6.6%	-21.0%	49	-15	-14	98.0%	0.3%	0.1%
Washington, DC metro area	April 2012	$323K	5.4%	9.9%	4,984	10.1%	4.3%	7,611	-7.7%	-8.3%	16,776	2.3%	-23.3%	33	-16	-15	98.3%	0.2%	0.5%
Washington, DC metro area	May 2012	$337K	4.3%	8.7%	5,858	17.5%	13.0%	7,309	-4.0%	-2.6%	16,762	-0.1%	-23.8%	27	-6	-11	98.7%	0.4%	0.8%
Washington, DC metro area	June 2012	$350K	3.9%	7.7%	6,236	6.5%	3.5%	6,685	-8.5%	-7.1%	16,706	-0.3%	-23.6%	28	1	-10	98.6%	-0.1%	0.8%
Washington, DC metro area	July 2012	$340K	-2.9%	6.3%	5,569	-10.7%	6.1%	5,846	-12.6%	-6.6%	16,070	-3.8%	-24.6%	33	5	-9	98.5%	-0.1%	0.5%
Washington, DC metro area	August 2012	$335K	-1.5%	7.0%	5,609	0.7%	7.6%	5,916	1.2%	1.8%	15,539	-3.3%	-24.4%	36	3	-11	98.3%	-0.1%	0.5%
Washington, DC metro area	September 2012	$320K	-4.6%	10.2%	4,546	-19.0%	3.4%	6,002	1.5%	-0.3%	15,716	1.1%	-23.7%	39	3	-14	98.4%	0.1%	0.7%
Washington, DC metro area	October 2012	$320K	0.2%	14.3%	4,522	-0.5%	15.2%	5,399	-10.0%	1.3%	14,697	-6.5%	-24.7%	35	-4	-19	98.3%	-0.1%	0.5%
Washington, DC metro area	November 2012	$330K	3.1%	11.9%	4,901	8.4%	23.9%	4,214	-21.9%	-2.3%	13,376	-9.0%	-25.0%	34	-1	-23	98.5%	0.1%	0.7%
Washington, DC metro area	December 2012	$325K	-1.5%	14.8%	4,557	-7.0%	5.4%	3,246	-23.0%	-2.7%	11,938	-10.8%	-24.3%	42	8	-19	98.4%	-0.1%	0.8%
Washington, DC metro area	January 2013	$300K	-7.7%	8.0%	3,649	-19.9%	11.8%	5,040	55.3%	-3.4%	11,379	-4.7%	-25.5%	48	6	-21	98.2%	-0.2%	0.7%
Washington, DC metro area	February 2013	$315K	5.0%	14.1%	3,783	3.7%	3.0%	5,830	15.7%	-2.8%	11,667	2.5%	-24.2%	43	-5	-21	98.6%	0.4%	0.9%
Washington, DC metro area	March 2013	$336K	6.7%	9.7%	4,950	30.8%	9.4%	7,338	25.9%	-11.0%	12,129	4.0%	-26.1%	29	-14	-20	98.9%	0.3%	0.8%
Washington, DC metro area	April 2013	$353K	4.9%	9.1%	5,507	11.3%	10.5%	8,875	20.9%	16.6%	13,270	9.4%	-20.9%	19	-10	-14	99.2%	0.4%	1.0%
Washington, DC metro area	May 2013	$370K	5.0%	9.8%	6,706	21.8%	14.5%	9,024	1.7%	23.5%	14,571	9.8%	-13.1%	15	-4	-12	99.4%	0.2%	0.7%
Washington, DC metro area	June 2013	$388K	4.9%	10.9%	6,942	3.5%	11.3%	7,579	-16.0%	13.4%	14,987	2.9%	-10.3%	16	1	-12	99.6%	0.1%	1.0%
Washington, DC metro area	July 2013	$370K	-4.6%	8.8%	6,540	-5.8%	17.4%	7,205	-4.9%	23.2%	15,096	0.7%	-6.1%	20	4	-13	99.3%	-0.2%	0.9%
Washington, DC metro area	August 2013	$365K	-1.4%	8.9%	6,300	-3.7%	12.3%	6,820	-5.3%	15.3%	15,341	1.6%	-1.3%	23	3	-13	99.2%	-0.1%	0.9%
Washington, DC metro area	September 2013	$345K	-5.5%	8.0%	5,052	-19.8%	11.1%	6,826	0.1%	13.7%	16,036	4.5%	2.0%	26	3	-13	99.2%	0.0%	0.8%
Washington, DC metro area	October 2013	$340K	-1.4%	6.3%	5,103	1.0%	12.8%	6,232	-8.7%	15.4%	15,842	-1.2%	7.8%	28	2	-7	99.1%	-0.1%	0.8%
Washington, DC metro area	November 2013	$345K	1.5%	4.5%	4,215	-17.4%	-14.0%	4,591	-26.3%	8.9%	14,498	-8.5%	8.4%	32	4	-2	99.0%	-0.2%	0.5%
Washington, DC metro area	December 2013	$353K	2.3%	8.5%	5,017	19.0%	10.1%	3,263	-28.9%	0.5%	12,943	-10.7%	8.4%	39	7	-3	98.6%	-0.3%	0.3%
Washington, DC metro area	January 2014	$330K	-6.5%	10.0%	3,317	-33.9%	-9.1%	5,097	56.2%	1.1%	12,632	-2.4%	11.0%	48	9	0	98.4%	-0.2%	0.2%
Washington, DC metro area	February 2014	$336K	1.8%	6.6%	3,579	7.9%	-5.4%	5,740	12.6%	-1.5%	13,095	3.7%	12.2%	46	-2	3	98.7%	0.3%	0.1%
Washington, DC metro area	March 2014	$345K	2.7%	2.7%	4,420	23.5%	-10.7%	7,786	35.6%	6.1%	14,138	8.0%	16.6%	32	-14	3	98.9%	0.2%	0.0%
Washington, DC metro area	April 2014	$365K	5.8%	3.5%	5,248	18.7%	-4.7%	9,433	21.2%	6.3%	15,692	11.0%	18.3%	23	-9	4	99.1%	0.2%	-0.2%
Washington, DC metro area	May 2014	$375K	2.7%	1.4%	6,042	15.1%	-9.9%	9,771	3.6%	8.3%	16,933	7.9%	16.2%	20	-3	5	99.1%	0.1%	-0.3%
Washington, DC metro area	June 2014	$388K	3.5%	0.0%	6,596	9.2%	-5.0%	8,269	-15.4%	9.1%	18,421	8.8%	22.9%	20	0	4	99.0%	-0.1%	-0.5%
Washington, DC metro area	July 2014	$375K	-3.4%	1.4%	6,217	-5.7%	-4.9%	7,716	-6.7%	7.1%	19,852	7.8%	31.5%	23	3	3	99.0%	-0.1%	-0.4%
Washington, DC metro area	August 2014	$367K	-2.0%	0.7%	5,718	-8.0%	-9.2%	6,703	-13.1%	-1.7%	19,760	-0.5%	28.8%	30	7	7	98.7%	-0.3%	-0.5%
Washington, DC metro area	September 2014	$350K	-4.8%	1.4%	4,977	-13.0%	-1.5%	6,969	4.0%	2.1%	20,063	1.5%	25.1%	39	9	13	98.6%	-0.1%	-0.6%
Washington, DC metro area	October 2014	$355K	1.5%	4.4%	5,117	2.8%	0.3%	6,408	-8.0%	2.8%	19,379	-3.4%	22.3%	40	1	12	98.5%	-0.1%	-0.6%
Washington, DC metro area	November 2014	$355K	0.0%	2.9%	4,108	-19.7%	-2.5%	4,284	-33.1%	-6.7%	17,038	-12.1%	17.5%	44	4	12	98.4%	-0.1%	-0.6%
Washington, DC metro area	December 2014	$370K	4.2%	4.9%	5,257	28.0%	4.8%	3,518	-17.9%	7.8%	14,881	-12.7%	15.0%	53	9	14	98.4%	0.1%	-0.2%
Washington, DC metro area	January 2015	$340K	-8.1%	3.1%	3,556	-32.4%	7.2%	5,321	51.3%	4.4%	14,394	-3.3%	13.9%	62	9	14	97.9%	-0.5%	-0.5%
Washington, DC metro area	February 2015	$353K	3.7%	4.9%	3,711	4.4%	3.7%	6,214	16.8%	8.3%	14,771	2.6%	12.8%	61	-1	15	98.3%	0.4%	-0.4%
Washington, DC metro area	March 2015	$357K	1.2%	3.4%	5,088	37.1%	15.1%	8,983	44.6%	15.4%	16,397	11.0%	16.0%	42	-19	10	98.7%	0.4%	-0.2%
Washington, DC metro area	April 2015	$369K	3.4%	1.1%	5,799	14.0%	10.5%	10,882	21.1%	15.4%	19,175	16.9%	22.2%	28	-14	5	99.0%	0.3%	-0.1%
Washington, DC metro area	May 2015	$385K	4.3%	2.7%	6,354	9.6%	5.2%	9,981	-8.3%	2.1%	20,783	8.4%	22.7%	21	-7	1	99.0%	0.0%	-0.1%
Washington, DC metro area	June 2015	$390K	1.3%	0.5%	7,612	19.8%	15.4%	8,539	-14.4%	3.3%	21,020	1.1%	14.1%	24	3	4	99.1%	0.1%	0.0%
Washington, DC metro area	July 2015	$375K	-3.8%	0.0%	7,099	-6.7%	14.2%	8,127	-4.8%	5.3%	21,182	0.8%	6.7%	30	6	7	98.8%	-0.2%	-0.1%
Washington, DC metro area	August 2015	$367K	-2.1%	-0.1%	6,145	-13.4%	7.5%	6,984	-14.1%	4.2%	20,675	-2.4%	4.6%	37	7	7	98.7%	-0.1%	0.0%
Washington, DC metro area	September 2015	$350K	-4.6%	0.0%	5,652	-8.0%	13.6%	7,248	3.8%	4.0%	20,774	0.5%	3.5%	41	4	2	98.6%	-0.1%	0.0%
Washington, DC metro area	October 2015	$353K	0.9%	-0.6%	5,238	-7.3%	2.4%	6,726	-7.2%	5.0%	19,915	-4.1%	2.8%	43	2	3	98.5%	-0.1%	0.1%
Washington, DC metro area	November 2015	$360K	2.0%	1.4%	4,448	-15.1%	8.3%	4,540	-32.5%	6.0%	17,432	-12.5%	2.3%	45	2	1	98.5%	-0.1%	0.1%
Washington, DC metro area	December 2015	$350K	-2.8%	-5.4%	5,719	28.6%	8.8%	3,692	-18.7%	4.9%	14,940	-14.3%	0.4%	52	7	-1	98.5%	0.1%	0.1%
Washington, DC metro area	January 2016	$345K	-1.4%	1.5%	3,784	-33.8%	6.4%	4,754	28.8%	-10.7%	14,245	-4.7%	-1.0%	62	10	0	98.2%	-0.3%	0.3%
Washington, DC metro area	February 2016	$341K	-1.2%	-3.3%	4,051	7.1%	9.2%	6,443	35.5%	3.7%	14,389	1.0%	-2.6%	64	2	3	98.4%	0.2%	0.1%
Washington, DC metro area	March 2016	$360K	5.6%	0.9%	5,311	31.1%	4.4%	10,386	61.2%	15.6%	16,543	15.0%	0.9%	46	-18	4	98.7%	0.3%	0.0%
Washington, DC metro area	April 2016	$372K	3.4%	0.9%	6,339	19.4%	9.3%	10,846	4.4%	-0.3%	18,373	11.1%	-4.2%	25	-21	-3	99.0%	0.3%	0.1%
Washington, DC metro area	May 2016	$385K	3.4%	0.0%	7,264	14.6%	14.3%	9,141	-15.7%	-8.4%	18,682	1.7%	-10.1%	21	-4	0	99.2%	0.2%	0.2%
Washington, DC metro area	June 2016	$391K	1.6%	0.3%	8,158	12.3%	7.2%	8,613	-5.8%	0.9%	18,672	-0.1%	-11.2%	23	2	-1	99.2%	0.0%	0.1%
Washington, DC metro area	July 2016	$380K	-2.8%	1.3%	6,940	-14.9%	-2.2%	7,567	-12.1%	-6.9%	18,328	-1.8%	-13.5%	27	4	-3	99.1%	-0.1%	0.3%
Washington, DC metro area	August 2016	$373K	-1.9%	1.6%	7,115	2.5%	15.8%	6,780	-10.4%	-2.9%	17,466	-4.7%	-15.5%	33	6	-4	98.9%	-0.2%	0.2%
Washington, DC metro area	September 2016	$363K	-2.7%	3.6%	6,053	-14.9%	7.1%	7,284	7.4%	0.5%	17,693	1.3%	-14.8%	36	3	-5	98.9%	0.0%	0.3%
Washington, DC metro area	October 2016	$360K	-0.7%	2.0%	5,521	-8.8%	5.4%	6,119	-16.0%	-9.0%	16,604	-6.2%	-16.6%	37	1	-6	98.8%	-0.1%	0.3%
Washington, DC metro area	November 2016	$370K	2.8%	2.8%	5,291	-4.2%	19.0%	4,908	-19.8%	8.1%	14,810	-10.8%	-15.0%	36	-1	-9	98.7%	-0.1%	0.3%
Washington, DC metro area	December 2016	$372K	0.5%	6.3%	5,589	5.6%	-2.3%	3,809	-22.4%	3.2%	12,795	-13.6%	-14.4%	44	8	-8	98.8%	0.0%	0.2%
Washington, DC metro area	January 2017	$356K	-4.2%	3.2%	4,128	-26.1%	9.1%	5,417	42.2%	13.9%	12,235	-4.4%	-14.1%	50	6	-12	98.6%	-0.1%	0.5%
Washington, DC metro area	February 2017	$360K	1.1%	5.6%	4,372	5.9%	7.9%	7,215	33.2%	12.0%	12,986	6.1%	-9.8%	46	-4	-18	98.9%	0.2%	0.5%
Washington, DC metro area	March 2017	$370K	2.8%	2.8%	6,165	41.0%	16.1%	10,440	44.7%	0.5%	14,741	13.5%	-10.9%	27	-19	-19	99.0%	0.2%	0.3%
Washington, DC metro area	April 2017	$390K	5.4%	4.8%	6,416	4.1%	1.2%	9,793	-6.2%	-9.7%	15,960	8.3%	-13.1%	18	-9	-7	99.4%	0.3%	0.3%
Washington, DC metro area	May 2017	$400K	2.6%	3.9%	7,905	23.2%	8.8%	9,956	1.7%	8.9%	16,528	3.6%	-11.5%	17	-1	-4	99.4%	0.1%	0.2%
Washington, DC metro area	June 2017	$405K	1.3%	3.6%	8,670	9.7%	6.3%	9,451	-5.1%	9.7%	17,075	3.3%	-8.6%	19	2	-4	99.3%	-0.1%	0.2%
Washington, DC metro area	July 2017	$395K	-2.5%	3.9%	7,398	-14.7%	6.6%	7,649	-19.1%	1.1%	16,868	-1.2%	-8.0%	22	3	-5	99.2%	-0.1%	0.2%
Washington, DC metro area	August 2017	$386K	-2.3%	3.5%	7,150	-3.4%	0.5%	7,304	-4.5%	7.7%	16,466	-2.4%	-5.7%	28	6	-5	99.1%	-0.1%	0.3%
Washington, DC metro area	September 2017	$368K	-4.8%	1.3%	5,802	-18.9%	-4.1%	7,629	4.4%	4.7%	16,999	3.2%	-3.9%	30	2	-6	99.0%	-0.2%	0.1%
Washington, DC metro area	October 2017	$377K	2.5%	4.6%	6,030	3.9%	9.2%	6,644	-12.9%	8.6%	16,019	-5.8%	-3.5%	30	0	-7	99.1%	0.1%	0.3%
Washington, DC metro area	November 2017	$385K	2.2%	4.1%	5,547	-8.0%	4.8%	5,011	-24.6%	2.1%	13,990	-12.7%	-5.5%	33	3	-3	98.9%	-0.2%	0.2%
Washington, DC metro area	December 2017	$385K	0.0%	3.5%	5,482	-1.2%	-1.9%	3,406	-32.0%	-10.6%	11,632	-16.9%	-9.1%	40	7	-4	98.9%	0.0%	0.1%
Washington, DC metro area	January 2018	$365K	-5.3%	2.4%	4,106	-25.1%	-0.5%	5,294	55.4%	-2.3%	10,803	-7.1%	-11.7%	45	5	-5	98.8%	-0.1%	0.1%
Washington, DC metro area	February 2018	$375K	2.8%	4.2%	4,387	6.8%	0.3%	6,748	27.5%	-6.5%	11,335	4.9%	-12.7%	42	-3	-4	99.0%	0.2%	0.1%
Washington, DC metro area	March 2018	$391K	4.3%	5.7%	5,945	35.5%	-3.6%	9,559	41.7%	-8.4%	12,458	9.9%	-15.5%	22	-20	-5	99.3%	0.3%	0.2%
Washington, DC metro area	April 2018	$405K	3.6%	3.8%	6,699	12.7%	4.4%	10,335	8.1%	5.5%	13,984	12.2%	-12.4%	14	-8	-4	99.5%	0.3%	0.2%
Washington, DC metro area	May 2018	$410K	1.2%	2.5%	7,823	16.8%	-1.0%	10,283	-0.5%	3.3%	15,016	7.4%	-9.1%	15	1	-2	99.6%	0.1%	0.2%
Washington, DC metro area	June 2018	$418K	1.8%	3.1%	8,290	6.0%	-4.4%	8,809	-14.3%	-6.8%	15,078	0.4%	-11.7%	16	1	-3	99.7%	0.1%	0.3%
Washington, DC metro area	July 2018	$400K	-4.2%	1.3%	7,485	-9.7%	1.2%	7,631	-13.4%	-0.2%	14,509	-3.8%	-14.0%	20	4	-2	99.3%	-0.3%	0.1%
Washington, DC metro area	August 2018	$399K	-0.2%	3.3%	7,073	-5.5%	-1.1%	7,251	-5.0%	-0.7%	14,527	0.1%	-11.8%	24	4	-4	99.2%	-0.2%	0.0%
Washington, DC metro area	September 2018	$382K	-4.3%	3.9%	5,251	-25.8%	-9.5%	6,968	-3.9%	-8.7%	15,941	9.7%	-6.2%	29	5	-1	99.1%	-0.1%	0.1%
Washington, DC metro area	October 2018	$390K	2.1%	3.5%	5,869	11.8%	-2.7%	6,511	-6.6%	-2.0%	15,736	-1.3%	-1.8%	43	14	13	99.1%	0.0%	0.0%
Washington, DC metro area	November 2018	$390K	0.0%	1.3%	5,509	-6.1%	-0.7%	4,624	-29.0%	-7.7%	13,603	-13.6%	-2.8%	49	6	16	98.9%	-0.3%	-0.1%
Washington, DC metro area	December 2018	$399K	2.3%	3.6%	5,180	-6.0%	-5.5%	3,026	-34.6%	-11.2%	11,191	-17.7%	-3.8%	50	1	10	98.9%	0.0%	0.0%
Washington, DC metro area	January 2019	$385K	-3.5%	5.6%	4,076	-21.3%	-0.7%	4,929	62.9%	-6.9%	10,968	-2.0%	1.5%	60	10	15	98.8%	-0.1%	0.0%
Washington, DC metro area	February 2019	$387K	0.4%	3.1%	4,152	1.9%	-5.4%	6,005	21.8%	-11.0%	11,482	4.7%	1.3%	47	-13	5	99.1%	0.3%	0.1%
Washington, DC metro area	March 2019	$405K	4.8%	3.6%	5,793	39.5%	-2.6%	8,818	46.8%	-7.8%	12,826	11.7%	3.0%	32	-15	10	99.5%	0.4%	0.2%
Washington, DC metro area	April 2019	$420K	3.7%	3.7%	6,759	16.7%	0.9%	9,711	10.1%	-6.0%	14,093	9.9%	0.8%	25	-7	11	99.8%	0.3%	0.2%
Washington, DC metro area	May 2019	$422K	0.5%	2.9%	8,005	18.4%	2.3%	9,845	1.4%	-4.3%	15,260	8.3%	1.6%	24	-1	9	99.8%	0.0%	0.2%
Washington, DC metro area	June 2019	$427K	1.1%	2.2%	7,676	-4.1%	-7.4%	7,970	-19.0%	-9.5%	15,328	0.4%	1.7%	26	2	10	99.7%	-0.1%	0.1%
Washington, DC metro area	July 2019	$420K	-1.6%	5.0%	7,473	-2.6%	-0.2%	7,226	-9.3%	-5.3%	14,457	-5.7%	-0.4%	28	2	8	99.6%	-0.1%	0.3%
Washington, DC metro area	August 2019	$415K	-1.2%	4.0%	6,908	-7.6%	-2.3%	6,820	-5.6%	-5.9%	14,060	-2.7%	-3.2%	33	5	9	99.5%	-0.2%	0.3%
Washington, DC metro area	September 2019	$400K	-3.6%	4.7%	5,845	-15.4%	11.3%	7,051	3.4%	1.2%	14,436	2.7%	-9.4%	35	2	6	99.3%	-0.2%	0.1%
Washington, DC metro area	October 2019	$410K	2.5%	5.2%	6,095	4.3%	3.9%	6,394	-9.3%	-1.8%	13,879	-3.9%	-11.8%	34	-1	-9	99.4%	0.1%	0.2%
Washington, DC metro area	November 2019	$415K	1.2%	6.4%	5,129	-15.8%	-6.9%	4,446	-30.5%	-3.8%	12,188	-12.2%	-10.4%	37	3	-12	99.4%	0.0%	0.5%
Washington, DC metro area	December 2019	$419K	1.0%	5.0%	5,607	9.3%	8.2%	3,015	-32.2%	-0.4%	9,716	-20.3%	-13.2%	42	5	-8	99.2%	-0.2%	0.3%
Washington, DC metro area	January 2020	$399K	-4.8%	3.6%	4,101	-26.9%	0.6%	5,349	77.4%	8.5%	9,808	0.9%	-10.6%	51	9	-9	98.9%	-0.3%	0.1%
Washington, DC metro area	February 2020	$418K	4.7%	8.1%	4,528	10.4%	9.1%	6,570	22.8%	9.4%	10,312	5.1%	-10.2%	37	-14	-10	99.5%	0.6%	0.4%
Washington, DC metro area	March 2020	$438K	4.8%	8.1%	6,137	35.5%	5.9%	8,495	29.3%	-3.7%	11,606	12.5%	-9.5%	27	-10	-5	100.1%	0.6%	0.6%
Washington, DC metro area	April 2020	$446K	1.9%	6.2%	5,665	-7.7%	-16.2%	6,206	-26.9%	-36.1%	11,861	2.2%	-15.8%	24	-3	-1	100.1%	0.0%	0.3%
Washington, DC metro area	May 2020	$440K	-1.4%	4.3%	5,505	-2.8%	-31.2%	6,776	9.2%	-31.2%	11,704	-1.3%	-23.3%	30	6	6	99.7%	-0.4%	-0.1%
Washington, DC metro area	June 2020	$440K	0.0%	3.1%	7,210	31.0%	-6.1%	7,671	13.2%	-3.8%	11,083	-5.3%	-27.7%	32	2	6	99.9%	0.2%	0.1%
Washington, DC metro area	July 2020	$470K	6.8%	11.9%	8,100	12.3%	8.4%	8,731	13.8%	20.8%	11,209	1.1%	-22.5%	29	-3	1	100.2%	0.3%	0.6%
Washington, DC metro area	August 2020	$464K	-1.3%	11.8%	7,786	-3.9%	12.7%	8,036	-8.0%	17.8%	10,754	-4.1%	-23.5%	26	-3	-7	100.5%	0.3%	1.0%
Washington, DC metro area	September 2020	$457K	-1.6%	14.1%	7,667	-1.5%	31.2%	8,474	5.5%	20.2%	11,127	3.5%	-22.9%	27	1	-8	100.4%	-0.1%	1.2%
Washington, DC metro area	October 2020	$460K	0.8%	12.2%	7,770	1.3%	27.5%	8,735	3.1%	36.6%	11,493	3.3%	-17.2%	25	-2	-9	100.5%	0.1%	1.1%
Washington, DC metro area	November 2020	$450K	-2.2%	8.4%	6,758	-13.0%	31.8%	5,732	-34.4%	28.9%	10,283	-10.5%	-15.6%	26	1	-11	100.4%	-0.1%	1.1%
Washington, DC metro area	December 2020	$450K	0.0%	7.4%	7,163	6.0%	27.8%	4,430	-22.7%	46.9%	8,129	-20.9%	-16.3%	30	4	-12	100.2%	-0.2%	1.0%
Washington, DC metro area	January 2021	$441K	-2.1%	10.4%	4,820	-32.7%	17.5%	5,663	27.8%	5.9%	7,971	-1.9%	-18.7%	34	4	-17	100.3%	0.1%	1.4%
Washington, DC metro area	February 2021	$450K	2.2%	7.7%	5,245	8.8%	15.8%	6,063	7.1%	-7.7%	7,868	-1.3%	-23.7%	28	-6	-9	100.8%	0.5%	1.3%
Washington, DC metro area	March 2021	$479K	6.4%	9.4%	6,961	32.7%	13.4%	9,087	49.9%	7.0%	8,303	5.5%	-28.5%	21	-7	-6	101.7%	0.9%	1.6%
Washington, DC metro area	April 2021	$505K	5.4%	13.2%	8,227	18.2%	45.2%	10,506	15.6%	69.3%	9,781	17.8%	-17.5%	14	-7	-10	102.3%	0.6%	2.2%
Washington, DC metro area	May 2021	$515K	1.9%	17.0%	8,488	3.2%	54.2%	9,965	-5.1%	47.1%	10,147	3.7%	-13.3%	11	-3	-19	102.8%	0.5%	3.1%
Washington, DC metro area	June 2021	$520K	1.0%	18.2%	9,564	12.7%	32.6%	10,286	3.2%	34.1%	11,144	9.8%	0.6%	13	2	-19	102.5%	-0.3%	2.6%
Washington, DC metro area	July 2021	$507K	-2.6%	7.8%	8,516	-11.0%	5.1%	9,900	-3.8%	13.4%	12,645	13.5%	12.8%	18	5	-11	101.7%	-0.8%	1.5%
Washington, DC metro area	August 2021	$490K	-3.3%	5.6%	8,096	-4.9%	4.0%	8,002	-19.2%	-0.4%	12,235	-3.2%	13.8%	25	7	-1	100.9%	-0.7%	0.5%
Washington, DC metro area	September 2021	$480K	-2.0%	5.1%	7,162	-11.5%	-6.6%	8,566	7.0%	1.1%	12,955	5.9%	16.4%	29	4	2	100.5%	-0.4%	0.1%
Washington, DC metro area	October 2021	$495K	3.1%	7.6%	7,094	-0.9%	-8.7%	7,188	-16.1%	-17.7%	12,060	-6.9%	4.9%	30	1	5	100.4%	-0.1%	-0.1%
Washington, DC metro area	November 2021	$495K	0.0%	10.0%	7,118	0.3%	5.3%	5,147	-28.4%	-10.2%	9,856	-18.3%	-4.2%	33	3	7	100.3%	-0.1%	-0.1%
Washington, DC metro area	December 2021	$487K	-1.6%	8.3%	6,826	-4.1%	-4.7%	3,755	-27.0%	-15.2%	7,350	-25.4%	-9.6%	35	2	5	100.3%	0.0%	0.1%
Washington, DC metro area	January 2022	$472K	-3.1%	7.2%	4,381	-35.8%	-9.1%	4,504	19.9%	-20.5%	6,670	-9.3%	-16.3%	39	4	5	100.2%	0.0%	-0.1%
Washington, DC metro area	February 2022	$495K	5.0%	10.1%	4,810	9.8%	-8.3%	6,116	35.8%	0.9%	6,874	3.1%	-12.6%	28	-11	0	101.5%	1.3%	0.7%
Washington, DC metro area	March 2022	$525K	6.0%	9.6%	6,651	38.3%	-4.5%	8,557	39.9%	-5.8%	7,891	14.8%	-5.0%	17	-11	-4	102.6%	1.1%	0.9%
Washington, DC metro area	April 2022	$550K	4.8%	8.9%	6,943	4.4%	-15.6%	9,179	7.3%	-12.6%	9,252	17.2%	-5.4%	13	-4	-1	103.1%	0.5%	0.8%
